image,power_mse_classic,power_mse_deep,cosine_power_classic,cosine_power_deep,cum_mse_classic,cum_mse_deep,low_mse_classic,mid_mse_classic,high_mse_classic,low_mse_deep,mid_mse_deep,high_mse_deep,dk50_classic,dk80_classic,dk50_deep,dk80_deep
NichijouSoup,5.066793642165207e-12,1.2353753513916568e-13,0.9999999999837831,0.9999999999819446,3.624748233126654e-05,1.5373942136704184e-07,5.024816595069547e-11,2.2843242535057784e-14,2.4574659640472936e-18,1.2267233252563397e-12,2.4282210003877544e-17,1.444229069721924e-19,0.0,0.0,0.0,0.0
Ningyoushi,1.0407775403778243e-12,6.389219713300511e-12,0.9999999999894279,0.9999999992984344,5.88879151927629e-06,1.843665077179357e-07,1.0329296054918008e-11,2.085361195157128e-15,8.367291952925449e-19,6.344844066786947e-11,1.9969272101896046e-17,2.184556897858133e-19,0.0,0.0,0.0,0.0
OLLunch,2.1534255598828946e-12,4.200656147559167e-13,0.999999999994336,0.999999999950925,7.3095522833589e-05,1.4284133338849269e-05,2.1363169291206296e-11,7.141558648889917e-15,5.325414584598654e-17,4.170196762736823e-12,3.8291446945233596e-16,2.5242787399431958e-17,0.0,0.0,0.0,0.0
OhWareraRettouSeitokai,2.605304570158917e-12,3.4432801934445344e-13,0.9999999999849152,0.9999999999791113,2.7289961043433333e-05,6.098784537091105e-07,2.5846772637406643e-11,8.523825395813438e-15,2.4278843979630146e-18,3.419140562262393e-12,7.611357427530478e-17,2.9215726296227393e-19,0.0,0.0,0.0,0.0
PLANET7,1.159438397967401e-11,1.0007595812009568e-13,0.9999999999572216,0.9999999999933041,7.604092147104486e-05,3.3191536964701454e-07,1.1501908175303319e-10,4.02227676065868e-14,6.97892690977636e-18,9.935487747254165e-13,8.731448522075707e-17,2.6396208987126445e-19,0.0,-0.4850097740023334,0.0,-0.016405348514192453
ParaisoRoad,6.013038033487123e-12,4.0041580502317693e-13,0.999999999984816,0.9999999998624851,7.614871101090676e-05,9.73916069064372e-07,5.963030703709437e-11,2.7737941732807364e-14,9.737714156147466e-18,3.975992183494867e-12,1.1931854837438834e-16,7.69183415203042e-19,0.0,0.0,0.0,0.0
PikaruGenkiDesu,2.6166204927272e-12,5.490271141626417e-13,0.9999999999925441,0.9999999998795471,4.789629362204229e-05,1.9893669007716806e-06,2.5945363903677526e-11,1.314658230231032e-14,9.538818249243362e-18,5.451814693368012e-12,1.0561620359746166e-16,2.6327769769289466e-18,0.0,0.0,0.0,0.0
PlatinumJungle,2.4460598761795725e-11,1.0023745115049112e-13,0.9999999998754031,0.9999999999613416,9.2275050433026e-05,1.6429275282404234e-06,2.427555943744188e-10,5.1001028245729675e-14,2.593382560585548e-17,9.948871668218868e-13,1.690821673358759e-16,4.013956714393044e-18,0.0,-0.4947726220619626,0.0,-0.04424815854194275
PrayerHaNemurenai,1.6304564088328356e-12,5.992211228844521e-12,0.9999999999470274,0.9999999993512583,5.352246362608525e-05,1.6825195810083926e-05,1.607520599421283e-11,1.0628627114359035e-14,5.48732513715056e-17,5.919356594913905e-11,6.625821694295764e-16,4.4012701478458796e-17,0.0,0.0,0.0,0.0
PrismHeart,1.2166390631275163e-12,1.203225135705528e-14,0.9999999999928701,0.9999999999978518,5.399747299910123e-06,6.834069734079654e-08,1.207742575917226e-11,1.5049451596449933e-15,5.075037417272488e-19,1.1947146511318314e-13,5.1133469472911945e-18,4.6671828485754964e-20,0.0,0.0,0.0,0.0
PsychoStaff,8.326892262487495e-12,2.526033667960742e-12,0.9999999999147559,0.9999999995696216,4.0424108254333596e-05,3.79600345241719e-07,8.262101841267851e-11,2.3426316610386242e-14,3.2948852974044737e-18,2.5084664189566283e-11,8.501282884435677e-17,1.3597582698992174e-19,0.0,-0.41034358611264227,0.0,-0.02831718904246927
Raphael,9.041304163562803e-12,2.083905410933507e-11,0.9999999999628384,0.999999998133349,9.138894386758836e-05,4.17711950266937e-06,8.964718441992918e-11,4.6398783557548644e-14,1.3689324749230474e-17,2.0694083547263716e-10,8.53256539485748e-16,2.189825134550596e-18,0.0,-0.8042216506497842,0.0,-0.1281963425807502
ReveryEarth,4.242041509744923e-12,1.0501897278306917e-14,0.9999999999691892,0.9999999999952178,3.943116453276254e-05,2.6973014981140603e-06,4.2099656280085214e-11,8.776994738522809e-15,1.4370157044852926e-17,1.0393262902150283e-13,1.1059106773902718e-16,4.768168071812798e-18,0.0,0.0,0.0,0.0
RinToSiteSippuNoNaka,6.7142941942094005e-12,3.1451179285429857e-12,0.9999999999484153,0.9999999995059061,0.00011932348926306364,3.359661257995425e-06,6.649642064021952e-11,6.060962425436396e-14,1.7764405062890068e-17,3.1231457816175924e-11,4.3620789973678805e-16,2.3543196876191567e-18,0.0,0.0,0.0,0.0
RisingGirl,4.431348153250837e-12,1.214243379979132e-13,0.9999999999705688,0.9999999999727539,2.7366323804662024e-05,1.0222346942439468e-06,4.397538996318036e-11,1.0209895981835477e-14,2.183297439070772e-18,1.2054037992780184e-12,1.364285659665375e-16,3.0929843523844104e-19,0.0,0.0,0.0,0.0
Saisoku,5.0685909558380865e-11,6.950756514759306e-12,0.999999999349741,0.9999999987779306,0.0002541110444975418,2.104070312160832e-05,5.029790218468375e-10,1.2086084535886792e-13,1.6715037691540999e-16,6.902165364439596e-11,9.414076039074526e-16,7.099165266567596e-17,0.0,-2.006873567747295,0.0,-0.48448641118481817
SaladDaysvol01,6.951791328496454e-13,1.895199272173297e-13,0.9999999999926772,0.9999999999614104,1.0998502982761138e-05,7.522362724685329e-07,6.895718422444375e-12,2.61846226443701e-15,2.3426323611372675e-18,1.8819073780375547e-12,4.2466381354016427e-17,7.685419214650229e-19,0.0,0.0,0.0,0.0
SaladDaysvol18,4.0682384425441586e-13,8.90644397450469e-14,0.9999999999976135,0.9999999999821833,6.056785185996728e-06,5.695660575840667e-07,4.0360996296129895e-12,1.305367700262159e-15,1.2304249321812884e-18,8.843640155287323e-13,3.1098381937465955e-17,4.912286411160901e-19,0.0,0.0,0.0,0.0
SamayoeruSyonenNiJunaiWo,3.233937489365938e-12,1.7578564903225433e-12,0.9999999999907755,0.9999999998598927,4.140222732750835e-05,1.4869180574443165e-06,3.2075463245445515e-11,1.321921134985646e-14,7.10279105242733e-18,1.7456178322859622e-11,1.0206112070938478e-16,1.6594728312107888e-18,0.0,0.0,0.0,0.0
SeisinkiVulnus,1.815630190150845e-12,1.5721990402571508e-11,0.9999999999839363,0.9999999977059131,3.360196055244115e-05,9.884916328276715e-07,1.799377557931102e-11,1.2250867716903831e-14,4.809710061538497e-18,1.5612787266325665e-10,7.368827509811719e-17,1.2541898982918657e-18,0.0,0.0,0.0,0.0
ShimatteIkouzevol01,8.514224756028748e-12,5.484098730484461e-13,0.9999999999387401,0.9999999998304752,6.086915913641573e-05,2.1611749585078625e-07,8.444561891397128e-11,3.544014163473403e-14,4.552440679807095e-18,5.4458473154861555e-12,5.61262958309367e-17,9.693292954459019e-20,0.0,0.0,0.0,0.0
