image,power_mse_classic,power_mse_deep,cosine_power_classic,cosine_power_deep,cum_mse_classic,cum_mse_deep,low_mse_classic,mid_mse_classic,high_mse_classic,low_mse_deep,mid_mse_deep,high_mse_deep,dk50_classic,dk80_classic,dk50_deep,dk80_deep
img021,3.028432617329119e-12,2.1397447671628343e-12,0.9999999999774861,0.9999999998027531,2.3217974116646627e-05,5.053943614698986e-06,3.031184357198571e-11,4.8241012811349896e-15,1.196749211653532e-17,2.1426563788459345e-11,1.8381728717609228e-16,8.508833577446014e-18,0.0,0.0,0.0,0.0
img022,3.372587249374597e-11,5.475929995346161e-12,0.9999999999303137,0.9999999996343861,0.0010600115543817456,0.0005735477310249313,3.339511803266051e-10,1.9185587059004372e-13,3.089310209026828e-15,5.422474007530301e-11,2.5525959729943688e-14,2.897360852011474e-15,0.0,0.0,0.0,0.0
img023,3.8962602602203445e-11,9.17855407165971e-13,0.9999999998588439,0.9999999996812677,0.00034932251091448937,2.81941607993124e-05,3.8599222607631636e-10,3.2425500112462915e-13,2.097874630899642e-16,9.111037482247366e-12,1.3162001082424074e-15,1.2400586796170517e-16,0.0,-1.8253952395561894,0.0,-0.5556087312754787
img024,4.5356199153796356e-11,6.403724493121679e-12,0.9999999998998215,0.9999999985809136,0.001087074655997285,0.0003143202337274231,4.5269988103598383e-10,2.817567878461075e-13,2.8143783417638686e-15,6.393537874639545e-11,2.9803784578450595e-14,2.081491363261054e-15,0.0,-0.27177624241941184,0.0,-0.27177624241941184
img025,3.078258847779247e-11,1.1037210085345673e-12,0.999999999810247,0.9999999999334905,7.456485275749796e-05,8.380122061854633e-06,3.0820034473536033e-10,3.782327369452585e-14,1.1378940378949933e-16,1.105390831005574e-11,1.5658335748250054e-16,5.856761718607037e-17,0.0,-1.306130407637018,0.0,-0.24636255045883182
img026,1.3356407951799111e-12,6.025249430350794e-13,0.9999999999926873,0.9999999999325363,4.549806152605447e-05,1.6568542281071045e-05,1.3365757031426462e-11,3.6296269748600974e-15,1.052377312735095e-16,6.033923896574746e-12,7.681656006015952e-17,8.492271963546829e-17,0.0,0.0,0.0,0.0
img027,1.708922943951364e-11,9.087125628078936e-12,0.9999999993542854,0.9999999985838898,0.00011630041588311556,5.036715348282027e-05,1.7084125014160785e-10,1.647888925073045e-14,2.686051013911547e-16,9.08665763052427e-11,1.1082082405524336e-15,2.2645957644585603e-16,0.0,-0.177451971172777,0.0,-0.0783348817527616
img028,1.3110734001496933e-11,4.3030241989822075e-11,0.9999999997692247,0.9999999936828909,4.568304041612521e-05,8.130844282877314e-06,1.29960187676141e-10,3.017864837113743e-14,4.5933223029784477e-17,4.268296265222573e-10,8.179675906308647e-16,3.1176770883763847e-17,0.0,-0.13368458966890984,0.0,-0.030526343351128582
img029,7.947186532449334e-12,1.079710459636956e-12,0.9999999999031716,0.9999999998586654,0.00011045561300755476,2.044839448257919e-05,7.864318416753976e-11,1.960754206859553e-14,2.37930991523007e-16,1.069112293619126e-11,2.58862099609316e-16,1.2252184421664715e-16,0.0,0.0,0.0,0.0
img030,4.635776337051379e-11,7.070695903565763e-13,0.9999999998587555,0.9999999998809692,0.0003999636571406828,5.7931813819230726e-05,4.5926328984562747e-10,1.9288686914564768e-13,5.688003072077088e-16,7.001403249703459e-12,3.425819893800421e-15,3.544720801804684e-16,0.0,-1.5608530462766446,0.0,-0.7820605614527363
img031,7.926471396098941e-11,1.3579350628206212e-10,0.9999999995898645,0.9999999820586667,0.0008797656725265514,0.0003641265792061704,7.851428824583824e-10,3.677095959543926e-13,3.483153302435904e-15,1.3468932043848948e-09,2.432719932419852e-14,3.129020421058252e-15,0.0,-2.2771858772210467,0.0,-0.9737358562026501
img032,1.9051218417900754e-12,1.22339155039495e-11,0.9999999999697026,0.999999997722791,2.7023787306700935e-05,6.017211096747635e-06,1.8878608154906095e-11,6.271605175303414e-15,6.046661053491527e-17,1.21351799787854e-10,1.800011752012411e-16,3.621695591099693e-17,0.0,-0.06763439280580064,0.0,-0.02163612231916795
img033,1.2790750521890823e-11,2.6324163807578108e-11,0.9999999998710845,0.9999999957240485,0.00018908975518242753,5.4636667451162546e-05,1.267444987508057e-10,4.315106854049295e-14,5.783919442897936e-16,2.6111110558643657e-10,1.79820171361451e-15,3.840289955747059e-16,0.0,-0.21977492071849103,0.0,-0.08592913895747589
